original,parsed_name,recipe_name,recipe_idx
120 g Lauch,Lauch,Polenta Lauchsuppe mit Kernöl,536
"1 Msp. Kurkuma, gemahlen","Msp. Kurkuma, gemahlen",Polenta Lauchsuppe mit Kernöl,536
50 g Polenta,Polenta,Polenta Lauchsuppe mit Kernöl,536
"¼ TL Muskat, gemahlen","Muskat, gemahlen",Polenta Lauchsuppe mit Kernöl,536
170 - 200 g Porree,- 200 g Porree,Miesmuscheln,537
"1 Lorbeerblatt, getrocknet",orbeerblatt,Miesmuscheln,537
1 Zweig Thymian,Zweig Thymian,Miesmuscheln,537
"800 - 1000 g Miesmuscheln, frisch, gesäubert","- 1000 g Miesmuscheln, gesäubert",Miesmuscheln,537
 Zitrone,Zitrone,Miesmuscheln,537
 Baguette,Baguette,Miesmuscheln,537
150 g gekochter Schinken,gekochter Schinken,Tortellini in Schinken-Sahne-Sauce,538
800 g Tortellini,Tortellini,Tortellini in Schinken-Sahne-Sauce,538
2 Eigelb,Eigelb,Tortellini in Schinken-Sahne-Sauce,538
2 - 3 Prisen Muskat,- 3 Prisen Muskat,Tortellini in Schinken-Sahne-Sauce,538
"1 Stängel Zitronengras, frisch",Zitronengras,Thai-Burger,539
"1 rote Chilischote, getrocknet",rote Chilischote,Thai-Burger,539
3 Stängel Koriander,Koriander,Thai-Burger,539
200 g Champignons,Champignons,Thai-Burger,539
1 EL Fischsauce,Fischsauce,Thai-Burger,539
1 - 2 grüne Chilischoten,- 2 grüne Chilischoten,Kokosnuss Dhal,540
"250 g rote Linsen, getrocknet",rote Linsen,Kokosnuss Dhal,540
"1 TL Kurkuma, gemahlen","Kurkuma, gemahlen",Kokosnuss Dhal,540
2 TL schwarze Senfkörner,schwarze Senfkörner,Kokosnuss Dhal,540
½ TL Gemüsebouillon Paste,Gemüsebouillon Paste,Kokosnuss Dhal,540
"120 g Jungspinat, frisch",Jungspinat,Kokosnuss Dhal,540
"2 EL Koriander, frisch",Koriander,Kokosnuss Dhal,540
"500 g Miesmuscheln, frisch, gesäubert","Miesmuscheln, gesäubert",One-pot Tomaten-Knoblauch Pasta mit Muscheln,541
"400 g Pasta getrocknet, Sorte Penne","Pasta getrocknet, Sorte Penne",One-pot Tomaten-Knoblauch Pasta mit Muscheln,541
60 g Mehl,Mehl,Gebackenes Lachs-Sashimi mit Spargel und Sesamcreme,542
60 g Speisestärke,Speisestärke,Gebackenes Lachs-Sashimi mit Spargel und Sesamcreme,542
1 Eigelb,Eigelb,Gebackenes Lachs-Sashimi mit Spargel und Sesamcreme,542
100 g Mayonnaise,Mayonnaise,Gebackenes Lachs-Sashimi mit Spargel und Sesamcreme,542
"4 Spargelstangen, grün","Spargelstangen, grün",Gebackenes Lachs-Sashimi mit Spargel und Sesamcreme,542
"800 g Lachsfilet, frisch, ohne Haut","Lachsfilet, ohne Haut",Gebackenes Lachs-Sashimi mit Spargel und Sesamcreme,542
2 TL Wasabipaste,Wasabipaste,Gebackenes Lachs-Sashimi mit Spargel und Sesamcreme,542
2 Nori-Blätter,Nori-Blätter,Gebackenes Lachs-Sashimi mit Spargel und Sesamcreme,542
4 EL Mehl,Mehl,Gebackenes Lachs-Sashimi mit Spargel und Sesamcreme,542
100 g Grünkohl,Grünkohl,Grünkohl-Kartoffelstampf mit Mettwürstchen,543
"800 g Kartoffeln, mehligkochend","Kartoffeln, mehligkochend",Grünkohl-Kartoffelstampf mit Mettwürstchen,543
"1 geh. TL Senf, mittelscharf","eh. TL Senf, mittelscharf",Grünkohl-Kartoffelstampf mit Mettwürstchen,543
½ TL Muskat,Muskat,Grünkohl-Kartoffelstampf mit Mettwürstchen,543
400 g geräucherte Mettwürstchen,geräucherte Mettwürstchen,Grünkohl-Kartoffelstampf mit Mettwürstchen,543
500 g Linguine,Linguine,Limetten-Thymian-Pasta,544
4 g Thymian,Thymian,Limetten-Thymian-Pasta,544
1 Limette,imette,Limetten-Thymian-Pasta,544
300 g Kartoffeln,Kartoffeln,Locro Argentino,545
700 g Kürbis,Kürbis,Locro Argentino,545
"285 g Mais, aus der Dose","Mais, aus der Dose",Locro Argentino,545
"280 g Erbsen, aus der Dose","Erbsen, aus der Dose",Locro Argentino,545
200 g Feta,Feta,Locro Argentino,545
270 g Couscous,Couscous,Ajvar-Couscous mit Hähnchen,546
200 g Ajvar,Ajvar,Ajvar-Couscous mit Hähnchen,546
1 ½ TL Oregano,Oregano,Ajvar-Couscous mit Hähnchen,546
"150 g Erbsen, TK",Erbsen,Ajvar-Couscous mit Hähnchen,546
"½ grüne Chilischote, frisch",rüne Chilischote,Vegane Burritos mit Koriander-Chutney,547
2 Bund Koriander,Koriander,Vegane Burritos mit Koriander-Chutney,547
¼ TL Chiliflocken,Chiliflocken,Vegane Burritos mit Koriander-Chutney,547
4 EL Mango-Chutney,Mango-Chutney,Vegane Burritos mit Koriander-Chutney,547
10 g rote Currypaste,rote Currypaste,Fixe Feierabendstulle,548
1 Ei,Ei,Fixe Feierabendstulle,548
10 g Senf,Senf,Fixe Feierabendstulle,548
1 Limette,imette,Fixe Feierabendstulle,548
2 Prisen Chiliflocken,n Chiliflocken,Fixe Feierabendstulle,548
4 Eier,Eier,Fixe Feierabendstulle,548
2 Baguettes,Baguettes,Fixe Feierabendstulle,548
50 g grüne Salatblätter,grüne Salatblätter,Fixe Feierabendstulle,548
100 g Radieschen,Radieschen,Fixe Feierabendstulle,548
60 g Salatgurke,Salatgurke,Fixe Feierabendstulle,548
150 g Gouda,Gouda,Tortilla-Calzone,549
100 g Salami,Salami,Tortilla-Calzone,549
100 g Champignons,Champignons,Tortilla-Calzone,549
"100 g Schinken, gekocht",Schinken,Tortilla-Calzone,549
½ rote Paprika,rote Paprika,Tortilla-Calzone,549
 Pizzagewürz,Pizzagewürz,Tortilla-Calzone,549
200 g Räuchertofu,Räuchertofu,Naan-Taschen mit Koriander-Hummus,550
½ Gurke,urke,Naan-Taschen mit Koriander-Hummus,550
½ Bund Koriander,Koriander,Naan-Taschen mit Koriander-Hummus,550
"½ TL Kreuzkümmel (Cumin), gemahlen","Kreuzkümmel, gemahlen",Naan-Taschen mit Koriander-Hummus,550
2 Naan Brote,Naan Brote,Naan-Taschen mit Koriander-Hummus,550
3 Scheiben Toastbrot,Scheiben Toastbrot,Flammkuchen-Toast,551
50 g Gouda,Gouda,Flammkuchen-Toast,551
"70 g Katenschinken, gewürfelt","Katenschinken, gewürfelt",Flammkuchen-Toast,551
1 Bund Schnittlauch,Schnittlauch,Flammkuchen-Toast,551
70 g Crème fraîche,Crème fraîche,Flammkuchen-Toast,551
70 g Speckwürfel,Speckwürfel,Gnocchi mit Pfifferling-Rahm-Sauce,552
300 g Pfifferlinge,Pfifferlinge,Gnocchi mit Pfifferling-Rahm-Sauce,552
800 g Gnocchi,Gnocchi,Gnocchi mit Pfifferling-Rahm-Sauce,552
30 g Speisestärke,Speisestärke,Gnocchi mit Pfifferling-Rahm-Sauce,552
4 Eier,Eier,Schinken-Porree-Salat mit Ei,553
300 g Porree,Porree,Schinken-Porree-Salat mit Ei,553
"150 g Schinken, gekocht",Schinken,Schinken-Porree-Salat mit Ei,553
50 g Gewürzgurken,Gewürzgurken,Schinken-Porree-Salat mit Ei,553
"150 g Joghurt, 3,5% Fett","Joghurt, 3,5% Fett",Schinken-Porree-Salat mit Ei,553
1 TL Senf,Senf,Schinken-Porree-Salat mit Ei,553
2 Prisen Muskat,n Muskat,Schinken-Porree-Salat mit Ei,553
2 - 3 Zweige Estragon,- 3 Zweige Estragon,Sauce Choron,554
2 - 3 Stängel Kerbel,- 3 Stängel Kerbel,Sauce Choron,554
4 Eigelb,Eigelb,Sauce Choron,554
"120 g Schinkenspeck, gewürfelt","Schinkenspeck, gewürfelt",Möhreneintopf,555
400 g Möhren,Möhren,Möhreneintopf,555
200 g Kartoffeln,Kartoffeln,Möhreneintopf,555
1 Prise Muskat,Muskat,Möhreneintopf,555
"400 g Erbsen, TK",Erbsen,Lauwarme Pasta mit Erbsen in Joghurt-Feta-Sauce,556
500 g Hartweizennudeln,Hartweizennudeln,Lauwarme Pasta mit Erbsen in Joghurt-Feta-Sauce,556
50 g Pinienkerne,Pinienkerne,Lauwarme Pasta mit Erbsen in Joghurt-Feta-Sauce,556
"1 frische, rote Chilischote","frische, rote Chilischote",Lauwarme Pasta mit Erbsen in Joghurt-Feta-Sauce,556
400 g Griechischer Joghurt (10% Fett),Griechischer Joghurt,Lauwarme Pasta mit Erbsen in Joghurt-Feta-Sauce,556
200 g Feta,Feta,Lauwarme Pasta mit Erbsen in Joghurt-Feta-Sauce,556
200 g Schinkenwürfel,Schinkenwürfel,Schinken-Porree-Sauce,557
400 g Porree,Porree,Schinken-Porree-Sauce,557
30 g Mehl,Mehl,Schinken-Porree-Sauce,557
1 TL Majoran,Majoran,Schinken-Porree-Sauce,557
2 Prisen Muskat,n Muskat,Schinken-Porree-Sauce,557
1 Zweig Rosmarin,Zweig Rosmarin,Nudeln mit Pilz-Pesto,558
"½ Peperoni, rot","Peperoni, rot",Nudeln mit Pilz-Pesto,558
320 g Penne,Penne,Nudeln mit Pilz-Pesto,558
200 g Pilz-Pesto,Pilz-Pesto,Nudeln mit Pilz-Pesto,558
200 g Karotten,Karotten,Süß-saure Fleischbällchen Bowl,559
2 EL Reisessig,Reisessig,Süß-saure Fleischbällchen Bowl,559
1 - 2 EL Sriracha-Sauce,- 2 EL Sriracha-Sauce,Süß-saure Fleischbällchen Bowl,559
"½ Bund Koriander, frisch",Koriander,Süß-saure Fleischbällchen Bowl,559
"300 g Faschiertes, gemischt","Faschiertes, gemischt",Süß-saure Fleischbällchen Bowl,559
1 TL Sesam,Sesam,Süß-saure Fleischbällchen Bowl,559
"250 g Basmatireis, weiß","Basmatireis, weiß",Süß-saure Fleischbällchen Bowl,559
1 roter Paprika,roter Paprika,Süß-saure Fleischbällchen Bowl,559
6 - 8 frische Champignons,- 8 frische Champignons,Süß-saure Fleischbällchen Bowl,559
1 TL Weizenmehl,Weizenmehl,Süß-saure Fleischbällchen Bowl,559
"200 g Babyspinat, frisch",Babyspinat,Spinatlinsen mit Schweinefilet,560
"500 g Schweinefilet, sehnenfrei","Schweinefilet, sehnenfrei",Spinatlinsen mit Schweinefilet,560
"1 Zweiglein Rosmarin, frisch",Zweiglein Rosmarin,Spinatlinsen mit Schweinefilet,560
"500 g Linsen, aus der Dose","Linsen, aus der Dose",Spinatlinsen mit Schweinefilet,560
"350 g Hendlbrustfilets, ohne Haut","Hendlbrustfilets, ohne Haut",Frittierte Hühnernuggets,561
80 g Cornflakes,Cornflakes,Frittierte Hühnernuggets,561
80 g Semmelwürfel,Semmelwürfel,Frittierte Hühnernuggets,561
2 Ei (Größe M),Ei,Frittierte Hühnernuggets,561
"½ TL Paprikapulver, edelsüß","Paprikapulver, edelsüß",Frittierte Hühnernuggets,561
300 g Frittierfett,Frittierfett,Frittierte Hühnernuggets,561
250 g Porree,Porree,Lachs-Linguine,562
400 g Linguine,Linguine,Lachs-Linguine,562
6 EL Meerrettich aus dem Glas,Meerrettich aus dem Glas,Lachs-Linguine,562
250 g Stremellachs,Stremellachs,Lachs-Linguine,562
1 Kresse-Beet,Kresse-Beet,Lachs-Linguine,562
"750 g Kartoffeln, festkochend","Kartoffeln, festkochend",Specklachs mit Kartoffel-Erbsen-Stampf,563
"600 g Lachsfilet, frisch, ohne Haut","Lachsfilet, ohne Haut",Specklachs mit Kartoffel-Erbsen-Stampf,563
"12 Scheiben durchwachsener Speck, geräuchert","Scheiben durchwachsener Speck, geräuchert",Specklachs mit Kartoffel-Erbsen-Stampf,563
1 Zitrone,Zitrone,Specklachs mit Kartoffel-Erbsen-Stampf,563
"300 g Erbsen, TK",Erbsen,Specklachs mit Kartoffel-Erbsen-Stampf,563
1 Kresse-Beet,Kresse-Beet,Specklachs mit Kartoffel-Erbsen-Stampf,563
50 g Pecorino,Pecorino,Penne all'Arrabbiata,564
"1 roter Chili, alle Sorten","roter Chili, alle Sorten",Penne all'Arrabbiata,564
"50 g durchwachsener Speck, geräuchert","durchwachsener Speck, geräuchert",Penne all'Arrabbiata,564
"320 g Pasta getrocknet, Sorte Penne","Pasta getrocknet, Sorte Penne",Penne all'Arrabbiata,564
15 g Dill,Dill,Lachsburger,565
"250 g Lachsfilet, gefroren",Lachsfilet,Lachsburger,565
50 g Weissbrot,Weissbrot,Lachsburger,565
1 Ei,Ei,Lachsburger,565
"½ TL Zitronenschale, gerieben","Zitronenschale, gerieben",Lachsburger,565
1 Ei,Ei,Bauernpfannkuchen,566
30 g Mehl,Mehl,Bauernpfannkuchen,566
100 g Kartoffeln,Kartoffeln,Bauernpfannkuchen,566
1 ½ EL Schnittlauch,Schnittlauch,Bauernpfannkuchen,566
"1 Mettwurst, geräuchert","Mettwurst, geräuchert",Bauernpfannkuchen,566
½ TL Senf,Senf,Tomaten-Burger,567
"¾ TL Oregano, getrocknet",Oregano,Tomaten-Burger,567
"½ TL Chiliflocken, getrocknet",Chiliflocken,Tomaten-Burger,567
500 g Kalbsfilet,Kalbsfilet,Piccata Milanese,568
50 g Mehl,Mehl,Piccata Milanese,568
3 Eier,Eier,Piccata Milanese,568
60 g Mehl,Mehl,Gebackenes Thunfisch-Tatar mit Kokos-Teriyaki-Sauce,569
60 g Speisestärke,Speisestärke,Gebackenes Thunfisch-Tatar mit Kokos-Teriyaki-Sauce,569
1 Eigelb,Eigelb,Gebackenes Thunfisch-Tatar mit Kokos-Teriyaki-Sauce,569
50 g Teriyaki-Sauce,Teriyaki-Sauce,Gebackenes Thunfisch-Tatar mit Kokos-Teriyaki-Sauce,569
"300 g Thunfisch, frisch",Thunfisch,Gebackenes Thunfisch-Tatar mit Kokos-Teriyaki-Sauce,569
3 Stängel Koriander,Koriander,Gebackenes Thunfisch-Tatar mit Kokos-Teriyaki-Sauce,569
1 TL Sesam,Sesam,Gebackenes Thunfisch-Tatar mit Kokos-Teriyaki-Sauce,569
½ TL Chiliflocken,Chiliflocken,Gebackenes Thunfisch-Tatar mit Kokos-Teriyaki-Sauce,569
¾ Nori-Blatt,Nori-Blatt,Gebackenes Thunfisch-Tatar mit Kokos-Teriyaki-Sauce,569
 Mehl,Mehl,Gebackenes Thunfisch-Tatar mit Kokos-Teriyaki-Sauce,569
200 g Suppengemüse,Suppengemüse,Tortellini-Blitz-Auflauf,570
"500 g Tortellini, frisch",Tortellini,Tortellini-Blitz-Auflauf,570
150 g geriebener Käse,geriebener Käse,Tortellini-Blitz-Auflauf,570
½ Bund Koriander,Koriander,Kidneybohnen-Curry,571
"1 Stück Ingwer, frisch",Ingwer,Kidneybohnen-Curry,571
1 frische Chili,frische Chili,Kidneybohnen-Curry,571
20 g Ghee,Ghee,Kidneybohnen-Curry,571
1 geh. TL Curry,eh. TL Curry,Kidneybohnen-Curry,571
2 Zweiglein frischer Rosmarin,Zweiglein frischer Rosmarin,Ratatouille Suppe,572
200 g Paradeiser,Paradeiser,Ratatouille Suppe,572
½ Paprikaschote,Paprikaschote,Ratatouille Suppe,572
150 g Melanzani,Melanzani,Ratatouille Suppe,572
"2 EL Oregano, frisch",Oregano,Ratatouille Suppe,572
" Oregano, frisch",Oregano,Ratatouille Suppe,572
150 g Karotten,Karotten,Bällchen mit Gemüse-Schatz,573
250 g gemischtes Faschiertes (vom Rind und Schwein),gemischtes Faschiertes,Bällchen mit Gemüse-Schatz,573
50 g Haferflocken,Haferflocken,Bällchen mit Gemüse-Schatz,573
1 Ei,Ei,Bällchen mit Gemüse-Schatz,573
10 g Senf,Senf,Bällchen mit Gemüse-Schatz,573
3 - 5 g Thymian,- 5 g Thymian,Rindfleisch-Kichererbsen-Curry-Suppe,574
5 - 10 g gelbe Currypaste,- 10 g gelbe Currypaste,Rindfleisch-Kichererbsen-Curry-Suppe,574
800 g Rinderfond aus dem Glas,Rinderfond aus dem Glas,Rindfleisch-Kichererbsen-Curry-Suppe,574
300 g Möhren,Möhren,Rindfleisch-Kichererbsen-Curry-Suppe,574
200 g rote Spitzpaprika,rote Spitzpaprika,Rindfleisch-Kichererbsen-Curry-Suppe,574
200 g Staudensellerie,Staudensellerie,Rindfleisch-Kichererbsen-Curry-Suppe,574
400 g Rinderhüfte,Rinderhüfte,Rindfleisch-Kichererbsen-Curry-Suppe,574
3 Eier,Eier,Rhabarber Dutch Baby,575
130 g Mehl,Mehl,Rhabarber Dutch Baby,575
150 g Rhabarber,Rhabarber,Rhabarber Dutch Baby,575
200 g Grünkohl,Grünkohl,One-Pot-Pasta mit Grünkohl-Gorgonzola-Sauce,576
2 - 3 Prisen Muskat,- 3 Prisen Muskat,One-Pot-Pasta mit Grünkohl-Gorgonzola-Sauce,576
300 g Penne,Penne,One-Pot-Pasta mit Grünkohl-Gorgonzola-Sauce,576
20 - 30 g Sonnenblumenkerne,- 30 g Sonnenblumenkerne,One-Pot-Pasta mit Grünkohl-Gorgonzola-Sauce,576
150 g Gorgonzola,Gorgonzola,One-Pot-Pasta mit Grünkohl-Gorgonzola-Sauce,576
120 g Nektarinen,Nektarinen,Kabeljaufilet mit Nektarinen-Tomaten-Ragout,577
"½ TL Thymian, getrocknet",Thymian,Kabeljaufilet mit Nektarinen-Tomaten-Ragout,577
"2 Kabeljaufilets, frisch, ohne Haut","Kabeljaufilets, ohne Haut",Kabeljaufilet mit Nektarinen-Tomaten-Ragout,577
200 g rote Paprika,rote Paprika,Jambalaya,578
50 g Staudensellerie,Staudensellerie,Jambalaya,578
"250 g Reis, parboiled","Reis, parboiled",Jambalaya,578
1 TL Tabasco,Tabasco,Jambalaya,578
1 EL Worcester-Sauce,Worcester-Sauce,Jambalaya,578
2 Prisen Muskat,n Muskat,Jambalaya,578
"1 TL Thymian, getrocknet",Thymian,Jambalaya,578
"100 g Bacon, in Scheiben","Bacon, in Scheiben",Jambalaya,578
500 g Fischfond,Fischfond,Jambalaya,578
"300 g Fisch und Meeresfrüchte, frisch, gemischt","Fisch und Meeresfrüchte, gemischt",Jambalaya,578
"200 g Garnelen, roh, geschält","Garnelen, geschält",Jambalaya,578
1 Zitrone,Zitrone,Jambalaya,578
"20 g Ingwer, frisch",Ingwer,Dal Tadka,579
"2 grüne Chilischoten, frisch",rüne Chilischoten,Dal Tadka,579
250 g rote Linsen,rote Linsen,Dal Tadka,579
1 TL Kurkuma,Kurkuma,Dal Tadka,579
1 TL Kreuzkümmel (Cumin),Kreuzkümmel,Dal Tadka,579
4 TL schwarze Senfkörner,schwarze Senfkörner,Dal Tadka,579
2 EL Ghee,Ghee,Dal Tadka,579
"5 Curryblätter, frisch",Curryblätter,Dal Tadka,579
"400 g Rettich, weiß, lang","Rettich, weiß, lang",Ravanello Tonnato,580
"2 Dosen Thunfisch, in Lake","Dosen Thunfisch, in Lake",Ravanello Tonnato,580
4 - 5 Kapern,- 5 Kapern,Ravanello Tonnato,580
100 g Crème légère,Crème légère,Ravanello Tonnato,580
"5 Aprikosen, getrocknet, entsteint","Aprikosen, entsteint",Süßer Orient-Couscous mit Trockenfrüchten,581
"5 Pflaumen, getrocknet, entsteint","Pflaumen, entsteint",Süßer Orient-Couscous mit Trockenfrüchten,581
½ TL Zimt,Zimt,Süßer Orient-Couscous mit Trockenfrüchten,581
¼ TL Kardamom,Kardamom,Süßer Orient-Couscous mit Trockenfrüchten,581
300 g Couscous,Couscous,Süßer Orient-Couscous mit Trockenfrüchten,581
100 g Mandelstifte,Mandelstifte,Süßer Orient-Couscous mit Trockenfrüchten,581
70 g Rogan Josh Currypaste,Rogan Josh Currypaste,Kichererbsen und Tomaten Rogan Josh,582
60 g Gruyère,Gruyère,Älplermagronen,583
"1 Gemüsebouillonwürfel (für 0,5 l)",emüsebouillonwürfel,Älplermagronen,583
300 g Halbrahm,Halbrahm,Älplermagronen,583
"400 g Kartoffeln, festkochend","Kartoffeln, festkochend",Älplermagronen,583
"250 g Pasta getrocknet, z. B. Älplermagronen","Pasta getrocknet, z. B. Älplermagronen",Älplermagronen,583
"150 g Speck, gewürfelt","Speck, gewürfelt",Älplermagronen,583
½ TL Zimt,Zimt,Älplermagronen,583
80 g Möhre,Möhre,Krautsalat mit Leberkäse,584
400 g Spitzkohl,Spitzkohl,Krautsalat mit Leberkäse,584
"1 TL Kümmel, ganz","Kümmel, ganz",Krautsalat mit Leberkäse,584
4 Eier,Eier,Krautsalat mit Leberkäse,584
400 g Leberkäse,Leberkäse,Krautsalat mit Leberkäse,584
4 Laugenbrezel,augenbrezel,Krautsalat mit Leberkäse,584
 frischer Koriander,frischer Koriander,Kohlcurry mit Mandeln für Ungeduldige,585
250 g Kohl,Kohl,Kohlcurry mit Mandeln für Ungeduldige,585
1 ½ EL Currypulver,Currypulver,Kohlcurry mit Mandeln für Ungeduldige,585
" Mandel, geschält","Mandel, geschält",Kohlcurry mit Mandeln für Ungeduldige,585
"1 Limette, unbehandelt","imette, unbehandelt",Pilz-Gemüse-Curry-Eintopf,586
"25 g Koriander, frisch",Koriander,Pilz-Gemüse-Curry-Eintopf,586
15 g grüne Currypaste,grüne Currypaste,Pilz-Gemüse-Curry-Eintopf,586
"30 g Ingwer, frisch",Ingwer,Pilz-Gemüse-Curry-Eintopf,586
20 g Speisestärke,Speisestärke,Pilz-Gemüse-Curry-Eintopf,586
200 g frische Champignons,frische Champignons,Pilz-Gemüse-Curry-Eintopf,586
2 rote Paprikaschoten,rote Paprikaschoten,Paprikasuppe,587
1 gelbe Paprikaschote,elbe Paprikaschote,Paprikasuppe,587
2 Karotten,Karotten,Paprikasuppe,587
"¼ TL Chiliflocken, getrocknet",Chiliflocken,Paprikasuppe,587
"½ TL Oregano, getrocknet",Oregano,Paprikasuppe,587
"1 Prise Muskat, gemahlen","Muskat, gemahlen",Paprikasuppe,587
2 Scheiben Brot,Scheiben Brot,Paprikasuppe,587
20 g Crème fraîche,Crème fraîche,Paprikasuppe,587
½ TL Natron,Natron,Rosmarin-Parmesan-Waffeln,588
2 Eier,Eier,Rosmarin-Parmesan-Waffeln,588
"1 EL Rosmarin, getrocknet, gehackt","Rosmarin, gehackt",Rosmarin-Parmesan-Waffeln,588
250 g Mehl,Mehl,Rosmarin-Parmesan-Waffeln,588
 Kräuter der Provence,Kräuter der Provence,Rosmarin-Parmesan-Waffeln,588
"200 g Weißbrot, altbacken","Weißbrot, altbacken",Brot-Puffer,589
"130 g Haferflocken, feinblättrig","Haferflocken, feinblättrig",Brot-Puffer,589
2 Eier,Eier,Brot-Puffer,589
150 - 180 g roter Paprika,- 180 g roter Paprika,Brot-Puffer,589
100 g Glasnudeln,Glasnudeln,Minestrone goes Asia,590
"60 g Babyspinat, frisch",Babyspinat,Minestrone goes Asia,590
20 g rote Currypaste,rote Currypaste,Minestrone goes Asia,590
100 g Champignons,Champignons,Minestrone goes Asia,590
50 g rote Paprika,rote Paprika,Minestrone goes Asia,590
"100 g Tofu, fest","Tofu, fest",Minestrone goes Asia,590
1 Bund Koriander,Koriander,Minestrone goes Asia,590
70 g Schinkenspeckwürfel,Schinkenspeckwürfel,Grüne Bohnen-Kartoffel-Eintopf,591
300 g Kartoffeln,Kartoffeln,Grüne Bohnen-Kartoffel-Eintopf,591
"10 g Ingwer, frisch",Ingwer,Auberginen-Linsen-Curry,592
"1 grüne Chilischote, frisch",rüne Chilischote,Auberginen-Linsen-Curry,592
2 TL Garam Masala,Garam Masala,Auberginen-Linsen-Curry,592
1 TL Senfkörner,Senfkörner,Auberginen-Linsen-Curry,592
"130 g rote Linsen, getrocknet, gesplittet","rote Linsen, gesplittet",Auberginen-Linsen-Curry,592
"120 g Blattspinat, TK",Blattspinat,Auberginen-Linsen-Curry,592
300 g Nudeln,Nudeln,Grüne Nudeln mit Linsen-Curry,593
"1 Stück Ingwer, frisch",Ingwer,Grüne Nudeln mit Linsen-Curry,593
1 EL Curry,Curry,Grüne Nudeln mit Linsen-Curry,593
"1 TL Kreuzkümmel (Cumin), gemahlen","Kreuzkümmel, gemahlen",Grüne Nudeln mit Linsen-Curry,593
1 TL Koriander,Koriander,Grüne Nudeln mit Linsen-Curry,593
1 Dose Linsen,Dose Linsen,Grüne Nudeln mit Linsen-Curry,593
300 g Pak-Choi,Pak-Choi,Gedünstetes-Gemüse (Asia-Style),594
6 Eier,Eier,Caprese-Omelette,595
"1 Zitrone, unbehandelt","Zitrone, unbehandelt",Griechischer Brokkolisalat mit Rucola-Pesto und gerösteter Zitrone,596
30 g Pinienkerne,Pinienkerne,Griechischer Brokkolisalat mit Rucola-Pesto und gerösteter Zitrone,596
560 g Brokkoliröschen,Brokkoliröschen,Griechischer Brokkolisalat mit Rucola-Pesto und gerösteter Zitrone,596
150 g Feta,Feta,Griechischer Brokkolisalat mit Rucola-Pesto und gerösteter Zitrone,596
2 Zitronen,Zitronen,Griechischer Brokkolisalat mit Rucola-Pesto und gerösteter Zitrone,596
"300 g Paprika, gemischt","Paprika, gemischt",Paprika-Sahne-Hähnchen mit Penne,597
1 TL Paprika rosenscharf,Paprika rosenscharf,Paprika-Sahne-Hähnchen mit Penne,597
2 ½ TL Speisestärke,Speisestärke,Paprika-Sahne-Hähnchen mit Penne,597
400 g Penne,Penne,Paprika-Sahne-Hähnchen mit Penne,597
200 g Cheddar,Cheddar,Burritos mit Dinkel-Hähnchen-Füllung,598
"200 g Dinkelkörner, geschält","Dinkelkörner, geschält",Burritos mit Dinkel-Hähnchen-Füllung,598
150 g rote Paprika,rote Paprika,Burritos mit Dinkel-Hähnchen-Füllung,598
1 TL Mexikanische Gewürzmischung für Tacos,Mexikanische Gewürzmischung für Tacos,Burritos mit Dinkel-Hähnchen-Füllung,598
200 g Eisbergsalat,Eisbergsalat,Burritos mit Dinkel-Hähnchen-Füllung,598
"150 g Mais, aus der Dose","Mais, aus der Dose",Burritos mit Dinkel-Hähnchen-Füllung,598
120 g Glasnudeln,Glasnudeln,Kokossuppe mit Pak Choi,599
150 g Pak Choi,Pak Choi,Kokossuppe mit Pak Choi,599
"20 g Ingwer, frisch",Ingwer,Kokossuppe mit Pak Choi,599
"1 rote Chilischote, frisch",rote Chilischote,Kokossuppe mit Pak Choi,599
25 g rote Currypaste,rote Currypaste,Kokossuppe mit Pak Choi,599
100 g Champignons,Champignons,Kokossuppe mit Pak Choi,599
100 g frische Paprika,frische Paprika,Kokossuppe mit Pak Choi,599
"200 g Tofu, fest","Tofu, fest",Kokossuppe mit Pak Choi,599
225 g Mehl,Mehl,Scones mit Aprikosen und Haselnüssen,600
2 TL Backpulver,Backpulver,Scones mit Aprikosen und Haselnüssen,600
40 g Haselnüsse,Haselnüsse,Scones mit Aprikosen und Haselnüssen,600
"40 g getrocknete Aprikosen, entsteint","getrocknete Aprikosen, entsteint",Scones mit Aprikosen und Haselnüssen,600
1 Eigelb,Eigelb,Scones mit Aprikosen und Haselnüssen,600
2 Streifen Zitronenschale,Streifen Zitronenschale,Pappardelle in Pfefferbutter,601
